dataflow,IMF.RES:WEO(9.0.0),R,BGD,BCA,A,2026,-3141031000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,BCA,A,2027,-6513126000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,BCA,A,2028,-7836791000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,BCA,A,2029,-11780469000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,BCA,A,2030,-13987877000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,BCA,A,2031,-14971119000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,BCA_NGDPD,A,2026,-0.615038,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,BCA_NGDPD,A,2027,-1.206713,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,BCA_NGDPD,A,2028,-1.364539,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,BCA_NGDPD,A,2029,-1.894037,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,BCA_NGDPD,A,2030,-2.066142,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,BCA_NGDPD,A,2031,-2.023094,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,GGR,A,2026,4926444624000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,GGR,A,2027,6876111746000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,GGR,A,2028,8041568211000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,GGR,A,2029,9225080998000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,GGR,A,2030,10458460490000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,GGR,A,2031,11892795898000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,GGR_NGDP,A,2026,7.839133,0,,3,,,,G1,,,,,S13,,,,,,,PT,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,GGR_NGDP,A,2027,9.907478,0,,3,,,,G1,,,,,S13,,,,,,,PT,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,GGR_NGDP,A,2028,10.562107,0,,3,,,,G1,,,,,S13,,,,,,,PT,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,GGR_NGDP,A,2029,10.884231,0,,3,,,,G1,,,,,S13,,,,,,,PT,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,GGR_NGDP,A,2030,11.05698,0,,3,,,,G1,,,,,S13,,,,,,,PT,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,GGR_NGDP,A,2031,11.232636,0,,3,,,,G1,,,,,S13,,,,,,,PT,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,GGX,A,2026,7629051635000,9,,3,,,,G2M,,,,,S13,,,,,,,XDC,,,OL,9/12/2025
dataflow,IMF.RES:WEO(9.0.0),R,BGD,GGX,A,2027,10141402261000,9,,3,,,,G2M,,,,,S13,,,,,,,XDC,,,OL,9/12/2025
