dataflow,IMF.RES:WEO(9.0.0),R,TON,BCA,A,2026,-53011000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/10/2025
dataflow,IMF.RES:WEO(9.0.0),R,TON,BCA,A,2027,-56585000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/10/2025
dataflow,IMF.RES:WEO(9.0.0),R,TON,BCA,A,2028,-52576000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/10/2025
dataflow,IMF.RES:WEO(9.0.0),R,TON,BCA,A,2029,-49396000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/10/2025
dataflow,IMF.RES:WEO(9.0.0),R,TON,BCA,A,2030,-49654000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/10/2025
dataflow,IMF.RES:WEO(9.0.0),R,TON,BCA,A,2031,-50436000,9,,3,,CAB,,,,,,,,,,,,,,USD,,,OL,9/10/2025
dataflow,IMF.RES:WEO(9.0.0),R,TON,BCA_NGDPD,A,2026,-7.400418,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/10/2025
dataflow,IMF.RES:WEO(9.0.0),R,TON,BCA_NGDPD,A,2027,-7.517155,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/10/2025
dataflow,IMF.RES:WEO(9.0.0),R,TON,BCA_NGDPD,A,2028,-6.823477,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/10/2025
dataflow,IMF.RES:WEO(9.0.0),R,TON,BCA_NGDPD,A,2029,-6.19409,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/10/2025
dataflow,IMF.RES:WEO(9.0.0),R,TON,BCA_NGDPD,A,2030,-6.019385,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/10/2025
dataflow,IMF.RES:WEO(9.0.0),R,TON,BCA_NGDPD,A,2031,-5.907311,0,,3,,CAB,,,,,,,,,,,,,,PT,,,OL,9/10/2025
dataflow,IMF.RES:WEO(9.0.0),R,TON,GGR,A,2026,655293000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/10/2025
dataflow,IMF.RES:WEO(9.0.0),R,TON,GGR,A,2027,687955000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/10/2025
dataflow,IMF.RES:WEO(9.0.0),R,TON,GGR,A,2028,694543000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/10/2025
dataflow,IMF.RES:WEO(9.0.0),R,TON,GGR,A,2029,701076000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/10/2025
dataflow,IMF.RES:WEO(9.0.0),R,TON,GGR,A,2030,698920000,9,,3,,,,G1,,,,,S13,,,,,,,XDC,,,OL,9/10/2025
